# Generated on: 2025-06-27T22:43:06.894Z
# Search Parameters: {"propertyValue":500000,"downPayment":250000,"loanAmount":850000,"creditScore":760,"propertyType":"single_family","occupancy":"primary","zipCode":"94949"}
# File Type: mortgage_rates

Lender,Rate,APR,Payment,Points,Upfront_Costs,Loan_Type,Quote_Type
JMAC Lending Inc.,5.625%,6.047%,"$1,737.416",0.78855,"$8,408.9",Conventional,Wholesale
Provident Funding,5.625%,6.058%,"$1,737.416",0.625,"$8,625",Conventional,Wholesale
Union Home Mortgage,5.625%,6.083%,"$1,737.416",1.0630000000000024,"$9,095",Conventional,Wholesale
Open Mortgage,5.625%,6.275%,"$1,737.416",2.537,"$12,780",Conventional,Wholesale
Windsor Mortgage Solutions,5.625%,6.284%,"$1,737.416",2.204350000000005,"$12,948.4",Conventional,Wholesale
Loan United Wholesale,5.625%,6.341%,"$1,737.416",3.0289999999999964,"$14,010",Conventional,Wholesale
NewRez LLC,5.625%,6.560%,"$1,767.821",-0.016,"$4,238.9",FHA,Wholesale
Pennymac TPO,5.625%,6.563%,"$1,767.821",-0.136,"$4,282.1",FHA,Wholesale
Loan Factory Direct - PennyMac,5.625%,6.563%,"$1,767.821",-0.136,"$4,282.1",FHA,Wholesale
CMG Financial,5.625%,6.565%,"$1,767.821",0.251,"$4,338.1",FHA,Wholesale
Loan United Wholesale,5.625%,6.567%,"$1,767.821",-0.8160000000000025,"$4,358.4",FHA,Wholesale
Eleven Mortgage,5.625%,6.580%,"$1,767.821",1.992,"$4,607.7",FHA,Wholesale
Sun West Mtg Co Wholesale,5.625%,6.593%,"$1,767.821",0.60938,"$4,868.1",FHA,Wholesale
AD Mortgage,5.625%,6.600%,"$1,767.821",-0.015000000000000568,"$4,996.8",FHA,Wholesale
Open Mortgage,5.625%,6.628%,"$1,767.821",0.119,"$5,528.5",FHA,Wholesale
AFR Wholesale,5.625%,6.640%,"$1,767.821",0.1634600000000006,"$5,753.6",FHA,Wholesale
NexBank,5.625%,6.647%,"$1,767.821",0.3821700000000021,"$5,880",FHA,Wholesale
Kind Lending,5.625%,6.651%,"$1,767.821",0.40998,"$5,950.8",FHA,Wholesale
Loan Factory Direct - Kind Lending,5.625%,6.651%,"$1,767.821",0.40998,"$5,950.8",FHA,Wholesale
Rocket Pro,5.625%,6.657%,"$1,767.821",0.6080000000000041,"$6,072.9",FHA,Wholesale
"VIP Mortgage, Inc.",5.625%,6.660%,"$1,767.821",0.14619000000000426,"$6,131.9",FHA,Wholesale
Jet Advantage Mortgage,5.625%,6.680%,"$1,767.821",1.1029999999999944,"$6,505.4",FHA,Wholesale
Forward Lending,5.625%,6.680%,"$1,767.821",1.1029999999999944,"$6,505.4",FHA,Wholesale
Plaza Home Mortgage Inc.,5.625%,6.687%,"$1,767.821",0.18332,"$6,646",FHA,Wholesale
HomeBridge Wholesale,5.625%,6.737%,"$1,767.821",1.051,"$7,581.4",FHA,Wholesale
Loan United Wholesale,5.625%,6.226%,"$1,794.751",-0.6149999999999949,"$3,994.3",VA,Wholesale
NewRez LLC,5.625%,6.248%,"$1,794.751",-0.026,"$4,425.6",VA,Wholesale
Pennymac TPO,5.625%,6.269%,"$1,794.751",-0.15,"$4,833.5",VA,Wholesale
Loan Factory Direct - PennyMac,5.625%,6.269%,"$1,794.751",-0.15,"$4,833.5",VA,Wholesale
Eleven Mortgage,5.625%,6.294%,"$1,794.751",2.093,"$5,306.2",VA,Wholesale
CMG Financial,5.625%,6.298%,"$1,794.751",0.501,"$5,391.4",VA,Wholesale
Loan Factory Direct - Rocket,5.625%,6.321%,"$1,794.751",0.6269999999999953,"$5,845.9",VA,Wholesale
Rocket Pro,5.625%,6.321%,"$1,794.751",0.6269999999999953,"$5,845.9",VA,Wholesale
NexBank,5.625%,6.335%,"$1,794.751",0.45678999999999803,"$6,116.6",VA,Wholesale
Sun West Mtg Co Wholesale,5.625%,6.336%,"$1,794.751",0.60938,"$6,123.2",VA,Wholesale
Open Mortgage,5.625%,6.340%,"$1,794.751",0.369,"$6,212.6",VA,Wholesale
Kind Lending,5.625%,6.362%,"$1,794.751",0.65998,"$6,641.3",VA,Wholesale
Loan Factory Direct - Kind Lending,5.625%,6.362%,"$1,794.751",0.65998,"$6,641.3",VA,Wholesale
Plaza Home Mortgage Inc.,5.625%,6.380%,"$1,794.751",0.29332,"$6,985.6",VA,Wholesale
Jet Advantage Mortgage,5.625%,6.389%,"$1,794.751",1.3329999999999984,"$7,152.7",VA,Wholesale
Forward Lending,5.625%,6.389%,"$1,794.751",1.3329999999999984,"$7,152.7",VA,Wholesale
The Loan Store LLC,5.625%,6.430%,"$1,794.751",1.0150000000000006,"$7,945.4",VA,Wholesale
AFR Wholesale,5.625%,6.513%,"$1,794.751",1.7579999999999956,"$9,525.9",VA,Wholesale
Loan United Wholesale,5.625%,6.283%,"$1,464.326",-0.8160000000000025,"$3,086.5",FHA,Wholesale
AmWest Funding Corp,5.625%,6.289%,"$1,464.326",-0.649,"$3,257",FHA,Wholesale
Power TPO,5.625%,6.313%,"$1,464.326",-0.1670000000000016,"$3,847.1",FHA,Wholesale
AD Mortgage,5.625%,6.317%,"$1,464.326",-0.42600000000000193,"$3,951.4",FHA,Wholesale
"National Mortgage Service, Inc. (NMSI)",5.625%,6.317%,"$1,464.326",-0.5,"$3,953.9",FHA,Wholesale
NewRez LLC,5.625%,6.328%,"$1,464.326",-0.016,"$4,238.9",FHA,Wholesale
Pennymac TPO,5.625%,6.330%,"$1,464.326",-0.136,"$4,282.1",FHA,Wholesale
Loan Factory Direct - PennyMac,5.625%,6.330%,"$1,464.326",-0.136,"$4,282.1",FHA,Wholesale
CMG Financial,5.625%,6.332%,"$1,464.326",0.251,"$4,338.1",FHA,Wholesale
NexBank,5.625%,6.335%,"$1,464.326",-0.19992999999999483,"$4,399.3",FHA,Wholesale
Eleven Mortgage,5.625%,6.343%,"$1,464.326",1.992,"$4,607.7",FHA,Wholesale
Rocket Pro,5.625%,6.351%,"$1,464.326",0.10999999999999943,"$4,806.1",FHA,Wholesale
Sun West Mtg Co Wholesale,5.625%,6.353%,"$1,464.326",0.60938,"$4,868.1",FHA,Wholesale
Open Mortgage,5.625%,6.354%,"$1,464.326",-0.131,"$4,892.6",FHA,Wholesale
Loan Factory Direct - Kind Lending,5.625%,6.356%,"$1,464.326",0.00825,"$4,928.9",FHA,Wholesale
Kind Lending,5.625%,6.356%,"$1,464.326",0.00825,"$4,928.9",FHA,Wholesale
TPO GO,5.625%,6.357%,"$1,464.326",0.4759999999999991,"$4,974",FHA,Wholesale
Orion Lending,5.625%,6.359%,"$1,464.326",0.666,"$5,012.1",FHA,Wholesale
AFR Wholesale,5.625%,6.360%,"$1,464.326",-0.12099999999999511,"$5,030",FHA,Wholesale
JMAC Lending Inc.,5.625%,6.364%,"$1,464.326",0.09075,"$5,138.7",FHA,Wholesale
Jet Advantage Mortgage,5.625%,6.365%,"$1,464.326",0.578000000000003,"$5,169.9",FHA,Wholesale
Forward Lending,5.625%,6.365%,"$1,464.326",0.578000000000003,"$5,169.9",FHA,Wholesale
"VIP Mortgage, Inc.",5.625%,6.367%,"$1,464.326",-0.21699999999999875,"$5,208",FHA,Wholesale
Plaza Home Mortgage Inc.,5.625%,6.373%,"$1,464.326",0.18332,"$5,374.2",FHA,Wholesale
"Paramount Residential Mortgage Group, Inc.",5.625%,6.375%,"$1,464.326",0.148,"$5,411.5",FHA,Wholesale
Click n' Close,5.625%,6.380%,"$1,464.326",0.08902,"$5,541.3",FHA,Wholesale
The Loan Store LLC,5.625%,6.380%,"$1,464.326",0.09999999999999432,"$5,543.8",FHA,Wholesale
Windsor Mortgage Solutions,5.625%,6.409%,"$1,464.326",0.18627999999999645,"$6,272",FHA,Wholesale
HomeBridge Wholesale,5.625%,6.411%,"$1,464.326",1.051,"$6,309.5",FHA,Wholesale
Union Home Mortgage,5.625%,6.646%,"$1,464.326",2.7180000000000035,"$12,076.1",FHA,Wholesale
Loan United Wholesale,5.625%,6.074%,"$1,486.633",-0.6149999999999949,"$3,994.3",VA,Wholesale
AmWest Funding Corp,5.625%,6.075%,"$1,486.633",-0.349,"$4,035.6",VA,Wholesale
NewRez LLC,5.625%,6.090%,"$1,486.633",-0.026,"$4,425.6",VA,Wholesale
NexBank,5.625%,6.102%,"$1,486.633",-0.08356000000000563,"$4,721.1",VA,Wholesale
Pennymac TPO,5.625%,6.106%,"$1,486.633",-0.15,"$4,833.5",VA,Wholesale
Loan Factory Direct - PennyMac,5.625%,6.106%,"$1,486.633",-0.15,"$4,833.5",VA,Wholesale
"VIP Mortgage, Inc.",5.625%,6.112%,"$1,486.633",-0.29699999999999704,"$4,983.4",VA,Wholesale
TPO GO,5.625%,6.117%,"$1,486.633",0.5259999999999962,"$5,133.2",VA,Wholesale
AFR Wholesale,5.625%,6.118%,"$1,486.633",0.0589999999999975,"$5,138.3",VA,Wholesale
Power TPO,5.625%,6.118%,"$1,486.633",-0.1670000000000016,"$5,151.2",VA,Wholesale
Loan Factory Direct - Rocket,5.625%,6.123%,"$1,486.633",0.4099999999999966,"$5,285.5",VA,Wholesale
Rocket Pro,5.625%,6.123%,"$1,486.633",0.4099999999999966,"$5,285.5",VA,Wholesale
"Paramount Residential Mortgage Group, Inc.",5.625%,6.123%,"$1,486.633",0.086,"$5,288.1",VA,Wholesale
Eleven Mortgage,5.625%,6.124%,"$1,486.633",2.093,"$5,306.2",VA,Wholesale
CMG Financial,5.625%,6.127%,"$1,486.633",0.501,"$5,391.4",VA,Wholesale
Orion Lending,5.625%,6.131%,"$1,486.633",0.716,"$5,494.7",VA,Wholesale
Jet Advantage Mortgage,5.625%,6.133%,"$1,486.633",0.7079999999999984,"$5,538.6",VA,Wholesale
Forward Lending,5.625%,6.133%,"$1,486.633",0.7079999999999984,"$5,538.6",VA,Wholesale
The Loan Store LLC,5.625%,6.134%,"$1,486.633",0.09099999999999397,"$5,559.2",VA,Wholesale
Open Mortgage,5.625%,6.134%,"$1,486.633",0.119,"$5,567",VA,Wholesale
Click n' Close,5.625%,6.136%,"$1,486.633",0.10074,"$5,610.3",VA,Wholesale
Plaza Home Mortgage Inc.,5.625%,6.139%,"$1,486.633",0.29332,"$5,694.4",VA,Wholesale
Kind Lending,5.625%,6.145%,"$1,486.633",0.34998,"$5,840.7",VA,Wholesale
Loan Factory Direct - Kind Lending,5.625%,6.145%,"$1,486.633",0.34998,"$5,840.7",VA,Wholesale
Sun West Mtg Co Wholesale,5.625%,6.155%,"$1,486.633",0.60938,"$6,123.2",VA,Wholesale
JMAC Lending Inc.,5.625%,6.168%,"$1,486.633",0.52692,"$6,459.1",VA,Wholesale
Windsor Mortgage Solutions,5.625%,6.218%,"$1,486.633",0.9862799999999936,"$7,742.2",VA,Wholesale
Union Home Mortgage,5.625%,6.395%,"$1,486.633",2.7180000000000035,"$12,214.3",VA,Wholesale
Guaranteed Rate,5.625%,6.645%,"$1,567.88",1.834,"$17,581.7",FHA,Retail
District Lending,5.625%,6.109%,"$2,729",0.47,"$5,550",VA,Retail
District Lending,5.625%,6.890%,"$1,440",0.459,"$6,772",FHA,Retail
District Lending,5.625%,6.917%,"$2,729",0.3,"$6,375",FHA,Retail
District Lending,5.625%,5.758%,"$1,440",0.96,"$3,650",Conventional,Retail
AimLoan.com,5.625%,5.783%,"$1,738",0.894,"$3,230",Conventional,Retail
American VA Loans,5.625%,5.808%,"$1,440",0.768,"$5,140",VA,Retail
District Lending,5.625%,5.837%,"$1,440",0.589,"$5,848",VA,Retail
American VA Loans,5.625%,5.897%,"$1,738",0.985,"$5,682",VA,Retail
District Lending,5.625%,5.955%,"$1,738",0.969,"$6,798",VA,Retail
PenFed Credit Union,5.625%,6.951%,"$1,440",0.875,"$8,558",FHA,Retail
District Lending,5.625%,5.811%,"$1,738",1.028,"$3,820",Conventional,Retail
District Lending,5.625%,7.160%,"$1,738",1.099,"$8,372",FHA,Retail
District Lending,5.625%,5.863%,"$1,440",2.125,"$6,562",Conventional,Retail
AimLoan.com,5.625%,5.932%,"$1,440",2.991,"$8,472",Conventional,Retail
First Federal Bank,5.625%,5.996%,"$1,440",2.857,"$10,268",VA,Retail
"SunnyHill Financial, Inc.",5.750%,5.866%,"$1,458.93",0,"$3,124",VA,Retail
Alliant Credit Union,5.750%,5.955%,"$1,458.93",0.944,"$5,485",VA,Retail
Mutual of Omaha Mortgage,5.750%,6.002%,"$1,458.93",0.543,"$6,720.5",VA,Retail
Sage Home Loans,5.750%,6.473%,"$1,588.63",1.684,"$8,658.68",FHA,Retail
Sage Home Loans,5.750%,6.035%,"$1,477.17",1.762,"$7,585.06",VA,Retail
Alliant Credit Union,5.750%,6.521%,"$1,563.1",1.806,"$9,840",FHA,Retail
Chase Bank,5.750%,6.021%,"$2,667.696",1.051,"$4,322.5",Conventional,Retail
Chase Bank,5.750%,6.556%,"$2,050.596",1.1079999999999999,"$4,465",Conventional,Retail
Chase Bank,5.750%,6.448%,"$2,667.696",1.05,"$3,220",Conventional,Retail
"Tomo Mortgage, LLC.",5.750%,5.876%,"$2,076",0.813,"$8,145.5",Conventional,Retail
Empire of America,5.750%,5.965%,"$1,459",1.75,"$14,326",Conventional,Retail
PenFed Credit Union,5.750%,6.026%,"$1,459",1.375,"$15,076.5",Conventional,Retail
Sun West Mtg Co Wholesale,5.750%,5.816%,"$2,076.025",-1.9012,"$1,059.5",Conventional,Wholesale
AmWest Funding Corp,5.750%,5.849%,"$2,076.025",-1.937,"$1,595",Conventional,Wholesale
Provident Funding,5.750%,5.859%,"$2,076.025",-2.125,"$1,750",Conventional,Wholesale
NewRez LLC,5.750%,5.886%,"$2,076.025",-1.205,"$2,175",Conventional,Wholesale
"VIP Mortgage, Inc.",5.750%,5.887%,"$2,076.025",-1.6452199999999948,"$2,199.5",Conventional,Wholesale
BluePoint Mortgage,5.750%,5.889%,"$2,076.025",-1.684,"$2,227.5",Conventional,Wholesale
Everstream Mortgage,5.750%,5.892%,"$2,076.025",-0.24960000000000093,"$2,276",Conventional,Wholesale
The Loan Store LLC,5.750%,5.894%,"$2,076.025",-1.804000000000002,"$2,302.5",Conventional,Wholesale
AD Mortgage,5.750%,5.898%,"$2,076.025",-1.6280000000000001,"$2,367.5",Conventional,Wholesale
New Wave Lending Group,5.750%,5.898%,"$2,076.025",-1.625,"$2,375",Conventional,Wholesale
Loan Factory Direct - Rocket,5.750%,5.901%,"$2,076.025",-1.2069999999999936,"$2,420",Conventional,Wholesale
Rocket Pro,5.750%,5.901%,"$2,076.025",-1.2069999999999936,"$2,420",Conventional,Wholesale
Click n' Close,5.750%,5.912%,"$2,076.025",-1.50615,"$2,597.1",Conventional,Wholesale
Power TPO,5.750%,5.917%,"$2,076.025",-1.5060000000000002,"$2,672.5",Conventional,Wholesale
Plaza Home Mortgage Inc.,5.750%,5.931%,"$2,076.025",-1.41471,"$2,900.7",Conventional,Wholesale
Nations Direct Mortgage,5.750%,5.934%,"$2,076.025",-1.196,"$2,947.5",Conventional,Wholesale
Loan United Wholesale,5.750%,5.937%,"$2,076.025",-1.3810000000000002,"$2,985",Conventional,Wholesale
"National Mortgage Service, Inc. (NMSI)",5.750%,5.938%,"$2,076.025",-1.375,"$3,000",Conventional,Wholesale
NexBank,5.750%,5.953%,"$2,076.025",-1.2402100000000047,"$3,242",Conventional,Wholesale
AFR Wholesale,5.750%,5.955%,"$2,076.025",-1.3119999999999976,"$3,272.5",Conventional,Wholesale
Eleven Mortgage,5.750%,5.955%,"$2,076.025",-0.145,"$3,275",Conventional,Wholesale
"Paramount Residential Mortgage Group, Inc.",5.750%,5.961%,"$2,076.025",-1.127,"$3,370",Conventional,Wholesale
JMAC Lending Inc.,5.750%,5.974%,"$2,076.025",-1.14295,"$3,580.1",Conventional,Wholesale
Orion Lending,5.750%,5.978%,"$2,076.025",-1.122,"$3,632.5",Conventional,Wholesale
Kind Lending,5.750%,5.980%,"$2,076.025",-1.10965,"$3,663.4",Conventional,Wholesale
Loan Factory Direct - Kind Lending,5.750%,5.980%,"$2,076.025",-1.10965,"$3,663.4",Conventional,Wholesale
Pennymac TPO,5.750%,5.982%,"$2,076.025",-1.228,"$3,692.5",Conventional,Wholesale
Loan Factory Direct - PennyMac,5.750%,5.982%,"$2,076.025",-1.228,"$3,692.5",Conventional,Wholesale
Open Mortgage,5.750%,5.982%,"$2,076.025",-0.72,"$3,700",Conventional,Wholesale
TPO GO,5.750%,5.987%,"$2,076.025",-0.8389999999999986,"$3,777.5",Conventional,Wholesale
Windsor Mortgage Solutions,5.750%,6.004%,"$2,076.025",-1.1090499999999963,"$4,039.9",Conventional,Wholesale
Union Home Mortgage,5.750%,6.051%,"$2,076.025",-0.659000000000006,"$4,790",Conventional,Wholesale
HomeBridge Wholesale,5.750%,6.074%,"$2,076.025",-0.52,"$5,137.5",Conventional,Wholesale
NewRez LLC,5.750%,6.067%,"$2,112.356",-2.569,"$-2,255.3",FHA,Wholesale
AFR Wholesale,5.750%,6.154%,"$2,112.356",-2.4380000000000024,$-863.9,FHA,Wholesale
Rocket Pro,5.750%,6.214%,"$2,112.356",-1.7459999999999951,$84.9,FHA,Wholesale
Jet Advantage Mortgage,5.750%,6.220%,"$2,112.356",-1.3840000000000003,$179,FHA,Wholesale
Forward Lending,5.750%,6.220%,"$2,112.356",-1.3840000000000003,$179,FHA,Wholesale
Eleven Mortgage,5.750%,6.228%,"$2,112.356",-2.00867,$307,FHA,Wholesale
"VIP Mortgage, Inc.",5.750%,6.232%,"$2,112.356",-2.1170000000000044,$374.9,FHA,Wholesale
Click n' Close,5.750%,6.247%,"$2,112.356",-1.80733,$615.7,FHA,Wholesale
TPO GO,5.750%,6.255%,"$2,112.356",-1.1899999999999977,$736.1,FHA,Wholesale
Plaza Home Mortgage Inc.,5.750%,6.255%,"$2,112.356",-1.63953,$737.3,FHA,Wholesale
Sun West Mtg Co Wholesale,5.750%,6.260%,"$2,112.356",-1.73509,$812.2,FHA,Wholesale
Kind Lending,5.750%,6.261%,"$2,112.356",-1.59875,$841.1,FHA,Wholesale
Loan Factory Direct - Kind Lending,5.750%,6.261%,"$2,112.356",-1.59875,$841.1,FHA,Wholesale
AD Mortgage,5.750%,6.281%,"$2,112.356",-1.5259999999999962,"$1,153.2",FHA,Wholesale
Loan United Wholesale,5.750%,6.282%,"$2,112.356",-1.573999999999998,"$1,158.3",FHA,Wholesale
"Paramount Residential Mortgage Group, Inc.",5.750%,6.287%,"$2,112.356",-1.491,"$1,242.3",FHA,Wholesale
Loan Factory Direct - PennyMac,5.750%,6.295%,"$2,112.356",-1.282,"$1,367",FHA,Wholesale
Pennymac TPO,5.750%,6.295%,"$2,112.356",-1.282,"$1,367",FHA,Wholesale
New Wave Lending Group,5.750%,6.298%,"$2,112.356",-1.5,"$1,410.2",FHA,Wholesale
"National Mortgage Service, Inc. (NMSI)",5.750%,6.338%,"$2,112.356",-1.25,"$2,046.1",FHA,Wholesale
Open Mortgage,5.750%,6.574%,"$2,112.356",0.188,"$5,704",FHA,Wholesale
AmWest Funding Corp,5.750%,6.579%,"$2,112.356",0.343,"$5,780.4",FHA,Wholesale
JMAC Lending Inc.,5.750%,6.584%,"$2,112.356",0.2494,"$5,860.2",FHA,Wholesale
Orion Lending,5.750%,6.773%,"$2,112.356",2.128,"$8,731.1",FHA,Wholesale
Windsor Mortgage Solutions,5.750%,6.794%,"$2,112.356",1.2788699999999977,"$9,051.3",FHA,Wholesale
Rocket Pro,5.750%,6.242%,"$2,144.534",-1.7309999999999945,$-243.6,VA,Wholesale
Loan Factory Direct - Rocket,5.750%,6.242%,"$2,144.534",-1.7309999999999945,$-243.6,VA,Wholesale
NewRez LLC,5.750%,6.252%,"$2,144.534",-2.579,$-86.1,VA,Wholesale
"VIP Mortgage, Inc.",5.750%,6.273%,"$2,144.534",-2.1269999999999953,$257.4,VA,Wholesale
Click n' Close,5.750%,6.294%,"$2,144.534",-1.80733,$579.4,VA,Wholesale
Jet Advantage Mortgage,5.750%,6.303%,"$2,144.534",-1.1539999999999964,$730,VA,Wholesale
Forward Lending,5.750%,6.303%,"$2,144.534",-1.1539999999999964,$730,VA,Wholesale
Eleven Mortgage,5.750%,6.314%,"$2,144.534",-1.71242,$901.9,VA,Wholesale
Plaza Home Mortgage Inc.,5.750%,6.319%,"$2,144.534",-1.52953,$986.9,VA,Wholesale
Sun West Mtg Co Wholesale,5.750%,6.327%,"$2,144.534",-1.73509,"$1,101.6",VA,Wholesale
Pennymac TPO,5.750%,6.350%,"$2,144.534",-1.45,"$1,476.3",VA,Wholesale
Loan Factory Direct - PennyMac,5.750%,6.350%,"$2,144.534",-1.45,"$1,476.3",VA,Wholesale
Loan United Wholesale,5.750%,6.366%,"$2,144.534",-1.4959999999999951,"$1,719.1",VA,Wholesale
"Paramount Residential Mortgage Group, Inc.",5.750%,6.375%,"$2,144.534",-1.241,"$1,861.1",VA,Wholesale
Kind Lending,5.750%,6.376%,"$2,144.534",-1.18427,"$1,878.5",VA,Wholesale
Loan Factory Direct - Kind Lending,5.750%,6.376%,"$2,144.534",-1.18427,"$1,878.5",VA,Wholesale
Union Home Mortgage,5.750%,6.390%,"$2,144.534",-1.2009999999999934,"$2,093.5",VA,Wholesale
The Loan Store LLC,5.750%,6.514%,"$2,144.534",-0.5,"$4,032.9",VA,Wholesale
AFR Wholesale,5.750%,6.593%,"$2,144.534",0.10299999999999443,"$5,251.9",VA,Wholesale
Open Mortgage,5.750%,6.667%,"$2,144.534",0.438,"$6,390.8",VA,Wholesale
JMAC Lending Inc.,5.750%,6.682%,"$2,144.534",0.5272,"$6,621.2",VA,Wholesale
AmWest Funding Corp,5.750%,6.726%,"$2,144.534",0.91,"$7,287",VA,Wholesale
Windsor Mortgage Solutions,5.750%,6.840%,"$2,144.534",1.4788800000000037,"$9,014.3",VA,Wholesale
Orion Lending,5.750%,6.848%,"$2,144.534",2.128,"$9,141.2",VA,Wholesale
AmWest Funding Corp,5.750%,5.886%,"$1,755.209",-1.478,"$2,742.5",Conventional,Wholesale
"VIP Mortgage, Inc.",5.750%,5.957%,"$1,755.209",-0.8642200000000031,"$4,151.9",Conventional,Wholesale
Sun West Mtg Co Wholesale,5.750%,5.958%,"$1,755.209",-0.6537,"$4,178.3",Conventional,Wholesale
Power TPO,5.750%,5.963%,"$1,755.209",-0.8659999999999997,"$4,272.5",Conventional,Wholesale
AFR Wholesale,5.750%,5.978%,"$1,755.209",-0.7950000000000017,"$4,565",Conventional,Wholesale
BluePoint Mortgage,5.750%,5.981%,"$1,755.209",-0.72,"$4,637.5",Conventional,Wholesale
The Loan Store LLC,5.750%,5.985%,"$1,755.209",-0.840999999999994,"$4,710",Conventional,Wholesale
AD Mortgage,5.750%,5.985%,"$1,755.209",-0.6899999999999977,"$4,712.5",Conventional,Wholesale
New Wave Lending Group,5.750%,5.993%,"$1,755.209",-0.625,"$4,875",Conventional,Wholesale
Loan Factory Direct - Rocket,5.750%,5.997%,"$1,755.209",-0.20000000000000284,"$4,937.5",Conventional,Wholesale
Rocket Pro,5.750%,5.997%,"$1,755.209",-0.20000000000000284,"$4,937.5",Conventional,Wholesale
CMG Financial,5.750%,6.003%,"$1,755.209",-0.597,"$5,070",Conventional,Wholesale
NewRez LLC,5.750%,6.006%,"$1,755.209",-0.025,"$5,117.5",Conventional,Wholesale
Nations Direct Mortgage,5.750%,6.007%,"$1,755.209",-0.32,"$5,137.5",Conventional,Wholesale
"National Mortgage Service, Inc. (NMSI)",5.750%,6.025%,"$1,755.209",-0.375,"$5,500",Conventional,Wholesale
Eleven Mortgage,5.750%,6.031%,"$1,755.209",1.525,"$5,617.5",Conventional,Wholesale
TPO GO,5.750%,6.032%,"$1,755.209",-0.0969999999999942,"$5,632.5",Conventional,Wholesale
"Paramount Residential Mortgage Group, Inc.",5.750%,6.040%,"$1,755.209",-0.158,"$5,792.5",Conventional,Wholesale
NexBank,5.750%,6.044%,"$1,755.209",-0.17530999999999608,"$5,879.2",Conventional,Wholesale
Kind Lending,5.750%,6.046%,"$1,755.209",-0.21088,"$5,910.3",Conventional,Wholesale
Loan Factory Direct - Kind Lending,5.750%,6.046%,"$1,755.209",-0.21088,"$5,910.3",Conventional,Wholesale
Pennymac TPO,5.750%,6.052%,"$1,755.209",-0.297,"$6,020",Conventional,Wholesale
Loan Factory Direct - PennyMac,5.750%,6.052%,"$1,755.209",-0.297,"$6,020",Conventional,Wholesale
JMAC Lending Inc.,5.750%,6.079%,"$1,755.209",0.04875,"$6,559.4",Conventional,Wholesale
Provident Funding,5.750%,6.089%,"$1,755.209",-0.125,"$6,750",Conventional,Wholesale
Orion Lending,5.750%,6.089%,"$1,755.209",0.126,"$6,752.5",Conventional,Wholesale
HomeBridge Wholesale,5.750%,6.098%,"$1,755.209",0.197,"$6,930",Conventional,Wholesale
LoanStream Mortgage,5.750%,6.120%,"$1,755.209",0.6689999999999969,"$7,360",Conventional,Wholesale
Jet Advantage Mortgage,5.750%,6.120%,"$1,755.209",0.6689999999999969,"$7,360",Conventional,Wholesale
Forward Lending,5.750%,6.120%,"$1,755.209",0.6689999999999969,"$7,360",Conventional,Wholesale
Union Home Mortgage,5.750%,6.136%,"$1,755.209",0.492999999999995,"$7,670",Conventional,Wholesale
Windsor Mortgage Solutions,5.750%,6.326%,"$1,755.209",1.5512999999999977,"$11,315.7",Conventional,Wholesale
Open Mortgage,5.750%,6.345%,"$1,755.209",2.093,"$11,670",Conventional,Wholesale
Loan United Wholesale,5.750%,6.399%,"$1,755.209",2.5060000000000002,"$12,702.5",Conventional,Wholesale
Sun West Mtg Co Wholesale,5.750%,6.574%,"$1,785.925",-0.48688,"$2,079.5",FHA,Wholesale
CMG Financial,5.750%,6.594%,"$1,785.925",-0.481,"$2,476.1",FHA,Wholesale
NewRez LLC,5.750%,6.611%,"$1,785.925",-0.582,"$2,799.1",FHA,Wholesale
HomeBridge Wholesale,5.750%,6.624%,"$1,785.925",-0.731,"$3,048.4",FHA,Wholesale
Loan United Wholesale,5.750%,6.631%,"$1,785.925",-1.2789999999999964,"$3,180.6",FHA,Wholesale
Pennymac TPO,5.750%,6.646%,"$1,785.925",-0.458,"$3,463.1",FHA,Wholesale
Loan Factory Direct - PennyMac,5.750%,6.646%,"$1,785.925",-0.458,"$3,463.1",FHA,Wholesale
Eleven Mortgage,5.750%,6.650%,"$1,785.925",1.5698,"$3,533.8",FHA,Wholesale
AD Mortgage,5.750%,6.665%,"$1,785.925",-0.47400000000000375,"$3,829.3",FHA,Wholesale
NexBank,5.750%,6.668%,"$1,785.925",-0.4012699999999967,"$3,887.2",FHA,Wholesale
Rocket Pro,5.750%,6.678%,"$1,785.925",-0.1740000000000066,"$4,083.7",FHA,Wholesale
Open Mortgage,5.750%,6.686%,"$1,785.925",-0.395,"$4,221",FHA,Wholesale
AFR Wholesale,5.750%,6.692%,"$1,785.925",-0.39054000000000144,"$4,344.4",FHA,Wholesale
Jet Advantage Mortgage,5.750%,6.708%,"$1,785.925",0.3719999999999999,"$4,645.9",FHA,Wholesale
Forward Lending,5.750%,6.708%,"$1,785.925",0.3719999999999999,"$4,645.9",FHA,Wholesale
Kind Lending,5.750%,6.709%,"$1,785.925",-0.09775,"$4,659.2",FHA,Wholesale
Loan Factory Direct - Kind Lending,5.750%,6.709%,"$1,785.925",-0.09775,"$4,659.2",FHA,Wholesale
"VIP Mortgage, Inc.",5.750%,6.745%,"$1,785.925",-0.16119000000000483,"$5,350",FHA,Wholesale
Plaza Home Mortgage Inc.,5.750%,6.782%,"$1,785.925",-0.05353,"$6,043.5",FHA,Wholesale
Loan United Wholesale,5.750%,6.287%,"$1,813.131",-1.1299999999999955,"$2,664.3",VA,Wholesale
