# Generated on: 2025-06-27T22:26:37.051Z
# Search Parameters: {"propertyValue":650000,"downPayment":150000,"creditScore":750,"propertyType":"single_family","occupancy":"primary","zipCode":"44053"}
# File Type: mortgage_rates

Lender,Rate,APR,Payment,Points,Upfront_Costs,Loan_Type,Quote_Type
Everstream Mortgage,7.125%,7.179%,"$3,371.961",-2.126199999999997,"$2,693.4",Conventional,Wholesale
Plaza Home Mortgage Inc.,7.125%,7.180%,"$3,371.961",-3.35827,"$2,758.2",Conventional,Wholesale
Pennymac TPO,7.125%,7.183%,"$3,371.961",-3.47,"$2,874.5",Conventional,Wholesale
Loan Factory Direct - PennyMac,7.125%,7.183%,"$3,371.961",-3.47,"$2,874.5",Conventional,Wholesale
Kind Lending,7.125%,7.183%,"$3,371.961",-3.25975,"$2,875.9",Conventional,Wholesale
Loan Factory Direct - Kind Lending,7.125%,7.183%,"$3,371.961",-3.25975,"$2,875.9",Conventional,Wholesale
Power TPO,7.125%,7.189%,"$3,371.961",-3.3289999999999935,"$3,179.9",Conventional,Wholesale
Nations Direct Mortgage,7.125%,7.194%,"$3,371.961",-3.146,"$3,445.2",Conventional,Wholesale
JMAC Lending Inc.,7.125%,7.195%,"$3,371.961",-3.21565,"$3,472",Conventional,Wholesale
Windsor Mortgage Solutions,7.125%,7.195%,"$3,371.961",-3.33305,"$3,510",Conventional,Wholesale
HomeBridge Wholesale,7.125%,7.202%,"$3,371.961",-3.268,"$3,835.6",Conventional,Wholesale
NexBank,7.125%,7.203%,"$3,371.961",-3.3029200000000003,"$3,866",Conventional,Wholesale
Loan Factory Direct - Rocket,7.125%,7.206%,"$3,371.961",-2.826999999999998,"$4,040.8",Conventional,Wholesale
Rocket Pro,7.125%,7.206%,"$3,371.961",-2.826999999999998,"$4,040.8",Conventional,Wholesale
Eleven Mortgage,7.125%,7.206%,"$3,371.961",-1.367,"$4,040.8",Conventional,Wholesale
TPO GO,7.125%,7.223%,"$3,371.961",-2.8370000000000033,"$4,866.5",Conventional,Wholesale
Orion Lending,7.125%,7.230%,"$3,371.961",-3.143,"$5,211.9",Conventional,Wholesale
AmWest Funding Corp,7.125%,7.240%,"$3,371.961",-2.891,"$5,722.4",Conventional,Wholesale
Union Home Mortgage,7.125%,7.261%,"$3,371.961",-2.686000000000007,"$6,748.5",Conventional,Wholesale
Open Mortgage,7.125%,7.292%,"$3,371.961",-2.386,"$8,250",Conventional,Wholesale
loanDepot ,7.250%,7.268%,"$3,414.29",0,$919.23,Conventional,Retail
Us Bank,7.250%,9.126%,"$4,568.88",5.843,"$31,796.045",FHA,Retail
Us Bank,7.250%,8.754%,"$4,568.88",5.718,"$31,080.36",VA,Retail
Sun West Mtg Co Wholesale,7.250%,7.153%,"$3,955.832",-4.5324,"$-3,744.1",Conventional,Wholesale
CMG Financial,7.250%,7.199%,"$3,955.832",-4.125,"$-1,955.2",Conventional,Wholesale
BluePoint Mortgage,7.250%,7.212%,"$3,955.832",-4.329,"$-1,474.7",Conventional,Wholesale
AFR Wholesale,7.250%,7.221%,"$3,955.832",-4.097999999999999,"$-1,124.4",Conventional,Wholesale
AD Mortgage,7.250%,7.241%,"$3,955.832",-4.102000000000004,$-338.6,Conventional,Wholesale
"VIP Mortgage, Inc.",7.250%,7.246%,"$3,955.832",-3.933090000000007,$-143.9,Conventional,Wholesale
TPO GO,7.250%,7.248%,"$3,955.832",-3.8229999999999933,$-68.4,Conventional,Wholesale
Nations Direct Mortgage,7.250%,7.254%,"$3,955.832",-3.802,$161.9,Conventional,Wholesale
Loan Factory Direct - Kind Lending,7.250%,7.267%,"$3,955.832",-3.70374,$653.7,Conventional,Wholesale
Kind Lending,7.250%,7.267%,"$3,955.832",-3.70374,$653.7,Conventional,Wholesale
The Loan Store LLC,7.250%,7.277%,"$3,955.832",-4.024000000000001,"$1,052.8",Conventional,Wholesale
Power TPO,7.250%,7.278%,"$3,955.832",-3.753,"$1,057.7",Conventional,Wholesale
"Paramount Residential Mortgage Group, Inc.",7.250%,7.281%,"$3,955.832",-3.446,"$1,192.9",Conventional,Wholesale
Union Home Mortgage,7.250%,7.285%,"$3,955.832",-3.7680000000000007,"$1,333.1",Conventional,Wholesale
Everstream Mortgage,7.250%,7.287%,"$3,955.832",-2.1987000000000023,"$1,429.6",Conventional,Wholesale
NexBank,7.250%,7.293%,"$3,955.832",-3.7997199999999935,"$1,659.8",Conventional,Wholesale
NewRez LLC,7.250%,7.294%,"$3,955.832",-3.18,"$1,688.4",Conventional,Wholesale
JMAC Lending Inc.,7.250%,7.296%,"$3,955.832",-3.68105,"$1,768.2",Conventional,Wholesale
Loan Factory Direct - Rocket,7.250%,7.299%,"$3,955.832",-3.2630000000000052,"$1,858.6",Conventional,Wholesale
Rocket Pro,7.250%,7.299%,"$3,955.832",-3.2630000000000052,"$1,858.6",Conventional,Wholesale
HomeBridge Wholesale,7.250%,7.314%,"$3,955.832",-3.549,"$2,429.2",Conventional,Wholesale
Pennymac TPO,7.250%,7.315%,"$3,955.832",-3.545,"$2,499.2",Conventional,Wholesale
Loan Factory Direct - PennyMac,7.250%,7.315%,"$3,955.832",-3.545,"$2,499.2",Conventional,Wholesale
LoanStream Mortgage,7.250%,7.324%,"$3,955.832",-3.168999999999997,"$2,829.6",Conventional,Wholesale
Jet Advantage Mortgage,7.250%,7.324%,"$3,955.832",-3.168999999999997,"$2,829.6",Conventional,Wholesale
Forward Lending,7.250%,7.324%,"$3,955.832",-3.168999999999997,"$2,829.6",Conventional,Wholesale
Eleven Mortgage,7.250%,7.332%,"$3,955.832",-1.708,"$3,114.9",Conventional,Wholesale
Orion Lending,7.250%,7.345%,"$3,955.832",-3.462,"$3,615.3",Conventional,Wholesale
Windsor Mortgage Solutions,7.250%,7.460%,"$3,955.832",-2.6970000000000027,"$7,944.6",Conventional,Wholesale
Open Mortgage,7.250%,7.562%,"$3,955.832",-1.688,"$11,743.5",Conventional,Wholesale
Sun West Mtg Co Wholesale,7.250%,7.218%,"$3,414.292",-4.1012,"$-1,585.9",Conventional,Wholesale
CMG Financial,7.250%,7.239%,"$3,414.292",-3.844,$-548.8,Conventional,Wholesale
AD Mortgage,7.250%,7.242%,"$3,414.292",-4.117000000000004,$-413.7,Conventional,Wholesale
Loan United Wholesale,7.250%,7.242%,"$3,414.292",-3.9920000000000044,$-413.7,Conventional,Wholesale
BluePoint Mortgage,7.250%,7.243%,"$3,414.292",-4.104,$-348.6,Conventional,Wholesale
"VIP Mortgage, Inc.",7.250%,7.248%,"$3,414.292",-3.9228800000000064,$-92.8,Conventional,Wholesale
AFR Wholesale,7.250%,7.253%,"$3,414.292",-3.840999999999994,$161.9,Conventional,Wholesale
LoanStream Mortgage,7.250%,7.256%,"$3,414.292",-3.676000000000002,$292,Conventional,Wholesale
Jet Advantage Mortgage,7.250%,7.256%,"$3,414.292",-3.676000000000002,$292,Conventional,Wholesale
Forward Lending,7.250%,7.256%,"$3,414.292",-3.676000000000002,$292,Conventional,Wholesale
Kind Lending,7.250%,7.272%,"$3,414.292",-3.61544,"$1,095.6",Conventional,Wholesale
Loan Factory Direct - Kind Lending,7.250%,7.272%,"$3,414.292",-3.61544,"$1,095.6",Conventional,Wholesale
HomeBridge Wholesale,7.250%,7.273%,"$3,414.292",-3.804,"$1,152.9",Conventional,Wholesale
NexBank,7.250%,7.274%,"$3,414.292",-3.8372499999999974,"$1,191.7",Conventional,Wholesale
Pennymac TPO,7.250%,7.275%,"$3,414.292",-3.797,"$1,237.9",Conventional,Wholesale
Loan Factory Direct - PennyMac,7.250%,7.275%,"$3,414.292",-3.797,"$1,237.9",Conventional,Wholesale
Power TPO,7.250%,7.280%,"$3,414.292",-3.6670000000000016,"$1,488.2",Conventional,Wholesale
Loan Factory Direct - Rocket,7.250%,7.281%,"$3,414.292",-3.323999999999998,"$1,553.3",Conventional,Wholesale
Rocket Pro,7.250%,7.281%,"$3,414.292",-3.323999999999998,"$1,553.3",Conventional,Wholesale
The Loan Store LLC,7.250%,7.283%,"$3,414.292",-3.906000000000006,"$1,643.4",Conventional,Wholesale
Plaza Home Mortgage Inc.,7.250%,7.283%,"$3,414.292",-3.58045,"$1,646.1",Conventional,Wholesale
Nations Direct Mortgage,7.250%,7.284%,"$3,414.292",-3.502,"$1,663.4",Conventional,Wholesale
Windsor Mortgage Solutions,7.250%,7.284%,"$3,414.292",-3.6970000000000027,"$1,688.4",Conventional,Wholesale
Everstream Mortgage,7.250%,7.284%,"$3,414.292",-2.3226999999999975,"$1,709.9",Conventional,Wholesale
Click n' Close,7.250%,7.285%,"$3,414.292",-3.64921,"$1,727.4",Conventional,Wholesale
"Paramount Residential Mortgage Group, Inc.",7.250%,7.287%,"$3,414.292",-3.32,"$1,823.5",Conventional,Wholesale
NewRez LLC,7.250%,7.287%,"$3,414.292",-3.148,"$1,838.6",Conventional,Wholesale
TPO GO,7.250%,7.295%,"$3,414.292",-3.3640000000000043,"$2,228.9",Conventional,Wholesale
JMAC Lending Inc.,7.250%,7.301%,"$3,414.292",-3.40005,"$2,549",Conventional,Wholesale
Eleven Mortgage,7.250%,7.305%,"$3,414.292",-1.627,"$2,739.5",Conventional,Wholesale
Union Home Mortgage,7.250%,7.317%,"$3,414.292",-3.3739999999999952,"$3,305",Conventional,Wholesale
Orion Lending,7.250%,7.321%,"$3,414.292",-3.478,"$3,535.2",Conventional,Wholesale
AmWest Funding Corp,7.250%,7.335%,"$3,414.292",-3.192,"$4,215.9",Conventional,Wholesale
Open Mortgage,7.250%,7.394%,"$3,414.292",-2.623,"$7,063.8",Conventional,Wholesale
Sun West Mtg Co Wholesale,7.375%,7.313%,"$3,456.829",-4.3988,"$-3,075.4",Conventional,Wholesale
Loan United Wholesale,7.375%,7.331%,"$3,456.829",-4.340999999999994,"$-2,160.4",Conventional,Wholesale
AD Mortgage,7.375%,7.341%,"$3,456.829",-4.372,"$-1,690",Conventional,Wholesale
"VIP Mortgage, Inc.",7.375%,7.347%,"$3,456.829",-4.183130000000006,"$-1,395.4",Conventional,Wholesale
AFR Wholesale,7.375%,7.349%,"$3,456.829",-4.126000000000005,"$-1,264.5",Conventional,Wholesale
BluePoint Mortgage,7.375%,7.350%,"$3,456.829",-4.277,"$-1,214.5",Conventional,Wholesale
LoanStream Mortgage,7.375%,7.355%,"$3,456.829",-3.932000000000002,$-989.3,Conventional,Wholesale
Jet Advantage Mortgage,7.375%,7.355%,"$3,456.829",-3.932000000000002,$-989.3,Conventional,Wholesale
Forward Lending,7.375%,7.355%,"$3,456.829",-3.932000000000002,$-989.3,Conventional,Wholesale
NewRez LLC,7.375%,7.357%,"$3,456.829",-3.691,$-879.2,Conventional,Wholesale
Everstream Mortgage,7.375%,7.362%,"$3,456.829",-2.752899999999997,$-643.5,Conventional,Wholesale
Loan Factory Direct - PennyMac,7.375%,7.365%,"$3,456.829",-4.143,$-493.8,Conventional,Wholesale
Pennymac TPO,7.375%,7.365%,"$3,456.829",-4.143,$-493.8,Conventional,Wholesale
Kind Lending,7.375%,7.366%,"$3,456.829",-3.92514,$-454.4,Conventional,Wholesale
Loan Factory Direct - Kind Lending,7.375%,7.366%,"$3,456.829",-3.92514,$-454.4,Conventional,Wholesale
Click n' Close,7.375%,7.371%,"$3,456.829",-4.03671,$-212,Conventional,Wholesale
"Paramount Residential Mortgage Group, Inc.",7.375%,7.371%,"$3,456.829",-3.724,$-198.5,Conventional,Wholesale
NexBank,7.375%,7.373%,"$3,456.829",-4.091409999999996,$-80.4,Conventional,Wholesale
Rocket Pro,7.375%,7.376%,"$3,456.829",-3.6269999999999953,$36.8,Conventional,Wholesale
Loan Factory Direct - Rocket,7.375%,7.376%,"$3,456.829",-3.6269999999999953,$36.8,Conventional,Wholesale
Windsor Mortgage Solutions,7.375%,7.376%,"$3,456.829",-4.026799999999994,$37.8,Conventional,Wholesale
HomeBridge Wholesale,7.375%,7.378%,"$3,456.829",-4.008,$131.9,Conventional,Wholesale
Eleven Mortgage,7.375%,7.379%,"$3,456.829",-2.1318,$212.9,Conventional,Wholesale
Power TPO,7.375%,7.380%,"$3,456.829",-3.9150000000000063,$246.9,Conventional,Wholesale
The Loan Store LLC,7.375%,7.382%,"$3,456.829",-4.1640000000000015,$352.1,Conventional,Wholesale
JMAC Lending Inc.,7.375%,7.383%,"$3,456.829",-3.83375,$378.4,Conventional,Wholesale
Plaza Home Mortgage Inc.,7.375%,7.383%,"$3,456.829",-3.82822,$406.1,Conventional,Wholesale
Nations Direct Mortgage,7.375%,7.384%,"$3,456.829",-3.741,$467.2,Conventional,Wholesale
TPO GO,7.375%,7.397%,"$3,456.829",-3.5919999999999987,"$1,087.7",Conventional,Wholesale
Union Home Mortgage,7.375%,7.415%,"$3,456.829",-3.6430000000000007,"$1,958.7",Conventional,Wholesale
Orion Lending,7.375%,7.421%,"$3,456.829",-3.735,"$2,248.9",Conventional,Wholesale
AmWest Funding Corp,7.375%,7.436%,"$3,456.829",-3.437,"$2,989.7",Conventional,Wholesale
Open Mortgage,7.375%,7.496%,"$3,456.829",-2.849,"$5,932.7",Conventional,Wholesale
PenFed Credit Union,7.375%,7.460%,"$4,605",0.125,"$2,621",Conventional,Retail
PenFed Credit Union,7.500%,7.565%,"$4,640",0,"$1,995",Conventional,Retail
